pfct_sn,pfct_nm,addr,instl_ymd,instl_place_cd_nm,prvt_pblc_yn_cd_nm,idrodr_cd_nm,incld_water,updated_date
559340,우산동 국제미소래 아파트 내 놀이터 #2,광주광역시 광산구 용아로 161 (우산동) 국제미소래 아파트,2017-03-24,주택단지,민간,실외,미포함,2024-02-16
559391,김상태 해물왕국,광주광역시 광산구 수등로 297 (신창동),2017-03-29,주택단지,민간,실외,미포함,2024-02-16
559516,금농썸머힐어린이집 놀이터(옥상),광주광역시 북구 연양로7번길 51-30 (신용동),2017-04-03,주택단지,민간,실외,미포함,2024-02-16
559543,용봉동 아델리움 인 비엔날레 103동 앞 놀이터,광주광역시 북구 용봉동 729-16,2017-04-11,주택단지,민간,실외,미포함,2024-02-16
559544,용봉동 아델리움 인 비엔날레 106동 앞 놀이터,광주광역시 북구 용봉동 729-16,2017-04-11,주택단지,민간,실외,미포함,2024-02-16
559634,브라운스톤 효천 어린이놀이터(103동 후면),광주광역시 남구 효우2로 89 (행암동),2017-04-17,주택단지,민간,실외,미포함,2024-02-16
559635,브라운스톤 효천 어린이놀이터(101동 후면),광주광역시 남구 효우2로 89 (행암동),2017-04-17,주택단지,민간,실외,미포함,2024-02-16
559636,브라운스톤 효천 유아놀이터(보육시설 앞),광주광역시 남구 효우2로 89 (행암동),2017-04-17,주택단지,민간,실외,미포함,2024-02-16
559649,송정지혜숲어린이집 놀이터2,광주광역시 광산구 송도로182번길 15-24 (도산동) 송정지혜숲어린이집,2016-06-07,주택단지,민간,실외,미포함,2024-02-16
559757,각화동골드클래스아파트 놀이터1(102동 앞),광주광역시 북구 각화대로87번길 5-5 (각화동),2017-04-28,주택단지,민간,실외,미포함,2024-02-16
559758,각화동골드클래스아파트 놀이터2(104동 앞),광주광역시 북구 각화대로87번길 5-5 (각화동),2017-04-28,주택단지,민간,실외,미포함,2024-02-16
560086,쌍암동 중흥S-클래스 주상복함 아파트 어린이놀이시설,"광주광역시 광산구 월계로 223-8 (쌍암동, 중흥S클래스 리버시티 주상복합 아파트)[*미고시]",2017-05-31,주택단지,민간,실외,미포함,2024-02-16
560137,동림동푸른마을주공3단지(302동뒤),"광주광역시 북구 북문대로242번길 11 (동림동, 동림푸른마을주공3단지아파트)",2017-05-24,주택단지,민간,실외,미포함,2024-02-16
560138,동림동푸른마을주공3단지(305동옆),"광주광역시 북구 북문대로242번길 11 (동림동, 동림푸른마을주공3단지아파트)",2017-05-24,주택단지,민간,실외,미포함,2024-02-16
560139,동림동푸른마을주공3단지(315동앞),"광주광역시 북구 북문대로242번길 11 (동림동, 동림푸른마을주공3단지아파트)",2017-05-24,주택단지,민간,실외,미포함,2024-02-16
560289,산정빛여울채 어린이놀이터,광주광역시 광산구 산정동 1052번지,2017-06-13,주택단지,민간,실외,미포함,2024-02-16
560344,이바돔감자탕 화정점,"광주광역시 서구 화정동 311-2, 2층",2017-06-02,주택단지,민간,실외,미포함,2024-02-16
560353,광주 선운3BL 리버프라임아파트 어린이놀이터1-주민공동시설 옆,광주광역시 광산구 선운로 65 (선암동)[*미고시] 선운3 리버프라임아파트,2017-06-05,주택단지,민간,실외,미포함,2024-02-16
560354,광주 선운3BL 리버프라임아파트 어린이놀이터2-303동 옆,광주광역시 광산구 선운로 65 (선암동)[*미고시] 선운3 리버프라임아파트,2017-06-05,주택단지,민간,실외,미포함,2024-02-16
560355,광주 선운3BL 리버프라임아파트 어린이놀이터3-309동 옆,광주광역시 광산구 선운로 65 (선암동)[*미고시] 선운3BL 리버프라임아파트,2017-06-05,주택단지,민간,실외,미포함,2024-02-16
560356,광주 선운3BL 리버프라임아파트 어린이놀이터4-보육시설 옆,광주광역시 광산구 선운로 65 (선암동)[*미고시] 선운3BL 리버프라임아파트,2017-06-05,주택단지,민간,실외,미포함,2024-02-16
560433,동림동 광신프로그레스 101동 뒤 놀이터,광주광역시 북구 동림동 896-1,2017-06-20,주택단지,민간,실외,미포함,2024-02-16
560434,리틀펀트,광주광역시 북구 설죽로 517-5 (일곡동),2017-06-12,주택단지,공공,실외,미포함,2024-02-16
560692,연제동고운하이플러스아파트 104~105동 사이 어린이놀이터,"광주광역시 북구 양산제로 76 (연제동, 연제동고운하이플러스)",2017-07-13,주택단지,민간,실외,미포함,2024-02-16
560882,이안광주첨단아파트 104동 옆 어린이놀이터,"광주광역시 북구 용두마을길 13 (용두동, 이안 광주첨단 아파트)",2017-07-24,주택단지,공공,실외,미포함,2024-02-16
560884,이안광주첨단아파트 113동 앞 어린이놀이터2,"광주광역시 북구 용두마을길 13 (용두동, 이안 광주첨단 아파트)",2017-07-24,주택단지,민간,실외,미포함,2024-02-16
560885,이안광주첨단아파트 109동 앞 어린이놀이터3,"광주광역시 북구 용두마을길 13 (용두동, 이안 광주첨단 아파트)",2017-07-24,주택단지,공공,실외,미포함,2024-02-16
561211,효천LH천년나무7단지 어린이놀이터,광주광역시 남구 행암길 9 (행암동),2017-09-05,주택단지,민간,실외,미포함,2024-02-16
561212,효천LH천년나무7단지 유아놀이터,광주광역시 남구 행암길 9 (행암동),2017-09-05,주택단지,민간,실외,미포함,2024-02-16
561260,월산근린공원 상부 달뫼놀이터1,광주광역시 남구 월산로 37 (월산동),2017-08-30,주택단지,민간,실외,미포함,2024-02-16
561261,월산근린공원 상부 달뫼놀이터2,광주광역시 남구 월산로 37 (월산동),2017-08-30,주택단지,민간,실외,미포함,2024-02-16
561512,NC WAVE 충장점 플레이타임,광주광역시 동구 중앙로 163 (충장로4가) NCWAVE 충장점 9F,2017-10-20,주택단지,민간,실외,미포함,2024-02-16
561679,첨단용두산이고운아파트 내 놀이시설,"광주광역시 북구 임방울대로1042번길 17 (용두동, 첨단 용두 산이고운)",2017-10-31,주택단지,민간,실외,미포함,2024-02-16
561737,광주고기마트식육식당 실내놀이터,광주광역시 북구 양산택지로 118 (본촌동),2017-10-09,주택단지,민간,실외,미포함,2024-02-16
561864,도시공사 빛 여울채 아파트 어린이놀이터1 (101동 앞),광주광역시 서구 농성동 96-13,2017-10-25,주택단지,민간,실외,미포함,2024-02-16
561865,도시공사 빛 여울채 아파트 어린이놀이터2 (중앙광장),광주광역시 서구 농성동 96-13,2017-10-25,주택단지,민간,실외,미포함,2024-02-16
561887,쿠우쿠우 하남점,광주 광산구 우산동 1597-1 쿠우쿠우 하남점,2017-10-31,주택단지,민간,실외,미포함,2024-02-16
561893,프린스턴 어린이집 옥상 놀이시설,광주광역시 서구 화정로179번길 10-20 (화정동),2017-11-04,주택단지,민간,실외,미포함,2024-02-16
561945,휴먼파크 서희스타힐스 106동 옆 어린이놀이터,"광주광역시 북구 군왕로 311 (각화동, 휴먼파크 서희스타힐스)",2017-10-30,주택단지,민간,실외,미포함,2024-02-16
561946,휴먼파크 서희스타힐스 103동 옆 어린이놀이터,"광주광역시 북구 군왕로 311 (각화동, 휴먼파크 서희스타힐스)",2017-10-30,주택단지,민간,실외,미포함,2024-02-16
562014,대라수아파트 놀이터,광주광역시 광산구 신창동 1290,2017-11-18,주택단지,민간,실외,미포함,2024-02-16
562174,궁전어린이집,광주광역시 북구 문산로 55 (문흥동),2017-11-20,주택단지,민간,실외,미포함,2024-02-16
562186,최진국감자탕 놀이시설,광주광역시 광산구 장신로19번안길 13 (장덕동) 최진국감자탕,2017-11-24,주택단지,민간,실외,미포함,2024-02-16
562237,무등산 광신프로그레스 아파트,광주광역시 동구 산수동 58-7,2017-11-15,주택단지,민간,실외,미포함,2024-02-16
562385,연제골드클래스아파트 104동 앞 어린이놀이터,"광주광역시 북구 양산제로 95 (연제동, 광주 연제 골드클래스)",2017-12-04,주택단지,민간,실외,미포함,2024-02-16
562386,삼각동 골드클래스아파트 104동 앞 어린이놀이터,"광주광역시 북구 설죽로 416 (삼각동, 삼각동 골드클래스)",2017-12-04,주택단지,민간,실외,미포함,2024-02-16
562469,대화아파트 101동 앞,"광주광역시 광산구 어등대로647번길 43 (소촌동, 대화아파트) 소촌동 대화아파트",2017-12-15,어린이집,민간,실외,미포함,2024-02-16
562545,아틀란티스 키즈카페-폐쇄형 놀이기구,광주광역시 광산구 장신로 85 (장덕동) 10층 1001호,2017-12-27,어린이집,민간,실외,미포함,2024-02-16
562560,광주남구청 어린이집 야외놀이터,광주광역시 남구 봉선로 1 (주월동) 남구청사 별관동 3층(광주남구청 어린이집),2017-12-22,주택단지,민간,실외,미포함,2024-02-16
562599,최진국 감자탕,광주광역시 북구 양일로 102 (양산동),2017-12-28,도시공원,공공,실외,미포함,2024-02-16
562675,중해마루힐아파트 어린이놀이터,광주광역시 광산구 우산동 1589-3,2018-01-19,도시공원,공공,실외,미포함,2024-02-16
562752,용두동우방아이유쉘 104동 뒤 어린이놀이터,"광주광역시 북구 하서로423번길 42 (용두동, 우방아이유쉘 아파트)",2018-01-15,도시공원,공공,실외,미포함,2024-02-16
562815,운암산 코오롱하늘채 102동 앞 유아놀이터,"광주광역시 북구 동배마을길 29 (동림동, 운암산 코오롱하늘채)",2017-12-28,주택단지,민간,실외,미포함,2024-02-16
562816,운암산 코오롱하늘채 102동 앞 어린이놀이터,"광주광역시 북구 동배마을길 29 (동림동, 운암산 코오롱하늘채)",2017-12-28,주택단지,민간,실외,미포함,2024-02-16
562817,운암산 코오롱하늘채 109동 앞 어린이놀이터,"광주광역시 북구 동배마을길 29 (동림동, 운암산 코오롱하늘채)",2017-12-28,주택단지,민간,실외,미포함,2024-02-16
562868,썬앤문어린이집 놀이터,광주광역시 광산구 어등대로491번길 6 (운수동),2018-01-29,주택단지,민간,실외,미포함,2024-02-16
563028,마천루 내 실내놀이시설,광주광역시 서구 월드컵4강로 236 (쌍촌동) 2층 중화요리 마천루,2018-01-07,주택단지,민간,실외,미포함,2024-02-16
563185,수완산이고운더테라스 내 놀이터,"광주광역시 광산구 상완길 299 (수완동, 수완산이고운더테라스)",2017-02-28,주택단지,민간,실외,미포함,2024-02-16
563191,"무양근린공원내 놀이시설물 (경사오르기, 흔들징검다리 총2종)",광주광역시 광산구 산월로21번길 42 (월계동),2018-01-15,주택단지,민간,실외,미포함,2024-02-16
563282,"광주계림두산위브2차 아파트 205동, 206동 사이 어린이놀이터2","광주광역시 동구 계림로30번길 15 (계림동, 푸른길 두산위브) (계림동 1815)",2018-03-07,주택단지,민간,실외,미포함,2024-02-16
563284,"광주계림두산위브2차 아파트 204동, 205동 사이 어린이놀이터1","광주광역시 동구 계림로30번길 15 (계림동, 푸른길 두산위브) (계림동1815)",2018-03-07,주택단지,민간,실외,미포함,2024-02-16
563376,꿈나무어린이공원(효천1지구 어린이공원 야외놀이터1),광주광역시 남구 송암로27번길 38 (송하동),2018-03-30,주택단지,민간,실외,미포함,2024-02-16
563377,화방어린이공원(효천1지구 어린이공원 야외놀이터2),광주광역시 남구 임암동 303-1,2018-03-30,주택단지,민간,실외,미포함,2024-02-16
563380,산돌어린이공원(효천1지구 어린이공원 야외놀이터3),광주광역시 남구 임암동 629-1,2018-03-30,주택단지,민간,실외,미포함,2024-02-16
563382,임암어린이공원(효천1지구 어린이공원 야외놀이터4),광주광역시 남구 임암동 633-16,2018-03-30,주택단지,민간,실외,미포함,2024-02-16
563615,남해오네뜨아파트 102동 앞 어린이놀이터 1,광주광역시 남구 봉선로 34 (주월동) 남해오네뜨아파트 102동 앞 어린이놀이터,2018-03-23,주택단지,민간,실외,미포함,2024-02-16
563616,남해오네뜨아파트 103동 옆 어린이놀이터,광주광역시 남구 봉선로 34 (주월동) 남해오네뜨아파트 103동 옆 어린이놀이터,2018-03-23,주택단지,민간,실외,미포함,2024-02-16
563803,쿠우쿠우 광주상무점 내 놀이시설,광주광역시 서구 시청로50번길 3 (치평동) SM타워 5층,2018-04-04,주택단지,민간,실외,미포함,2024-02-16
563970,초록별어린이집,광주광역시 서구 세동1길 7-6 (세하동) 초록별어린이집,2018-01-16,주택단지,민간,실외,미포함,2024-02-16
564038,검바우 어린이공원,광주광역시 광산구 하남동 1157,2018-05-03,주택단지,민간,실외,미포함,2024-02-16
564039,하나울 근린공원,광주광역시 광산구 하남산단1번로 72 (흑석동) 광산구 흑석동 723,2018-05-03,주택단지,민간,실외,미포함,2024-02-16
564040,한밭 어린이공원(모아엘가 옆),광주광역시 광산구 하남동 1027,2018-05-03,주택단지,민간,실외,미포함,2024-02-16
564165,송정동 모아엘가아파트 101동 옆 놀이시설,"광주광역시 광산구 평동로1101번길 40 (송정동, 광주송정역모아엘가) 101동옆 놀이터",2018-04-20,주택단지,민간,실외,미포함,2024-02-16
564328,용산지구 어린이공원 놀이시설,"광주광역시 동구 용산동 670, 용산지구 어린이공원(용산타워 옆)",2018-05-20,주택단지,민간,실외,미포함,2024-02-16
564454,각화동 힐스테이트 놀이시설1,"광주광역시 북구 군왕로 295 (각화동, 힐스테이트 각화)",2018-05-25,주택단지,민간,실외,미포함,2024-02-16
564455,각화동 힐스테이트 놀이시설2,"광주광역시 북구 군왕로 295 (각화동, 힐스테이트 각화)",2018-05-25,주택단지,민간,실외,미포함,2024-02-16
564670,쿠우쿠우 광주첨단점,광주광역시 광산구 임방울대로801번길 8 (쌍암동) 5층,2018-06-20,주택단지,민간,실외,미포함,2024-02-16
564731,쌍촌엘리체아파트 보육시설 앞 놀이터,광주광역시 서구 쌍촌동 323-11 쌍촌동 엘리체,2018-06-29,주택단지,공공,실외,미포함,2024-02-16
564732,쌍촌동엘리체아파트 104동 앞 놀이터,광주광역시 서구 쌍촌동 323-11 쌍촌동 엘리체,2018-06-29,주택단지,민간,실외,미포함,2024-02-16
564733,쌍촌엘리체아파트 105동 앞 놀이터,광주광역시 서구 쌍촌동 323-11 쌍촌동 엘리체,2018-06-29,주택단지,민간,실외,미포함,2024-02-16
564830,신촌생활근린공원 놀이터,광주광역시 광산구 송도로320번길 19 (신촌동),2018-07-10,주택단지,민간,실외,미포함,2024-02-16
564941,무등산골드클래스아파트 108동 앞 어린이놀이터2,광주광역시 동구 소태동 530-1번지 일대,2018-07-10,주택단지,민간,실외,미포함,2024-02-16
564943,하남3지구 모아엘가 더퍼스트 아파트 104~105동사이 놀이터1,광주광역시 광산구 하남동 163-1 모아엘가아파트,2018-06-29,주택단지,민간,실외,미포함,2024-02-16
564944,하남3지구 모아엘가 더퍼스트 아파트 107-108동사이 놀이터2,광주광역시 광산구 하남동 163-1 모아엘가아파트,2018-06-29,주택단지,민간,실외,미포함,2024-02-16
564968,무등산골드클래스 105동 앞 어린이놀이터1,광주광역시 동구 소태동 530-1,2018-07-16,주택단지,민간,실외,미포함,2024-02-16
564976,무등산골드클래스 104동 옆 어린이놀이터3,광주광역시 동구 소태동 530-1,2018-07-16,주택단지,민간,실외,미포함,2024-02-16
564977,무등산골드클래스 106동 옆 유아놀이터,광주광역시 동구 소태동 530-1,2018-07-16,주택단지,민간,실외,미포함,2024-02-16
565015,남구 구립 천년나무 어린이집,"광주광역시 남구 행암길 9 (행암동, 효천LH천년나무7단지) 천년나무 어린이집",2018-07-25,주택단지,민간,실외,미포함,2024-02-16
565174,화정역 더브이테라스 놀이시설,광주광역시 서구 화정동 765-1,2018-08-02,주택단지,민간,실외,미포함,2024-02-16
565381,시청중앙어린이집,광주광역시 동구 중흥로209번길 16 (계림동),2018-08-28,주택단지,민간,실외,미포함,2024-02-16
565964,첨단 대라수 아파트 어린이놀이터1(주민공동시설 앞),광주광역시 광산구 쌍암동 689-2,2018-10-02,주택단지,민간,실외,미포함,2024-02-16
565965,첨단 대라수 아파트 어린이놀이터2(보육시설 앞),광주광역시 광산구 쌍암동 689-2,2018-10-02,주택단지,민간,실외,미포함,2024-02-16
566026,효천1지구 중흥s클래스 에코파크 어린이 놀이터,광주광역시 남구 임암동 855,2018-10-16,주택단지,민간,실외,미포함,2024-02-16
566027,효천1지구 중흥s클래스 에코파크 유아놀이터(203동앞),광주광역시 남구 임암동 855,2018-10-16,주택단지,민간,실외,미포함,2024-02-16
566114,송화마을8단지 어린이놀이터(801동 옆),"광주광역시 남구 노대실로 9 (노대동, 엘에이치 송화마을 8단지)",2018-10-24,어린이집,민간,실외,미포함,2024-02-16
566194,광주 동신대학교 종합사회복지관 부설 동신어린이집,광주광역시 남구 월산로123번길 10 (월산동) 종합사회복지관,2018-10-24,주택단지,민간,실외,미포함,2024-02-16
566274,남양휴튼주상복합 어린이놀이시설,광주광역시 북구 북문대로 92 (운암동),2018-11-07,주택단지,민간,실외,미포함,2024-02-16
566350,광주 광산구 장수천근린공원 놀이터,광주광역시 광산구 목련로2번길 29-52 (산정동) 산정동 1035,2018-11-12,주택단지,민간,실외,미포함,2024-02-16
566373,대광로제비앙 어린이놀이터1(102동 앞),광주광역시 동구 동계로 38 (산수동),2018-11-30,주택단지,민간,실외,미포함,2024-02-16
566374,대광로제비앙 어린이놀이터2(108동 앞),광주광역시 동구 동계로 38 (산수동),2018-11-30,주택단지,민간,실외,미포함,2024-02-16
566392,주월동 보금자리주택 어린이 공원,"광주광역시 남구 서문대로809번길 22 (주월동, 주월 빛여울채아파트)",2018-11-05,주택단지,민간,실외,미포함,2024-02-16
566393,보듬이나눔이 어린이집 어린이놀이시설(1층),광주광역시 서구 내방동 313,2018-12-10,주택단지,민간,실외,미포함,2024-02-16
566460,효천1지구 중흥S-클래스 에코시티 109동 앞 놀이터,광주광역시 남구 임암동 103,2018-10-10,주택단지,민간,실외,미포함,2024-02-16
566461,효천1지구중흥S-클래스 에코파크 205동 앞 놀이터,광주광역시 남구 임암동 105,2018-10-10,주택단지,민간,실외,미포함,2024-02-16
566466,중흥S클래스 에코시티B1 어린이놀이터(105동 앞),광주광역시 남구 임암동 635-16 중흥S클래스 에코시티B1,2018-11-16,주택단지,민간,실외,미포함,2024-02-16
566467,중흥S클래스 에코시티B1 유아놀이터(110동 앞),광주광역시 남구 임암동 635-16 중흥S클래스 에코시티B1,2018-11-16,주택단지,공공,실외,미포함,2024-02-16
566468,중흥S클래스 에코시티B1 어린이놀이터3(113동 앞),광주광역시 남구 임암동 635-16 중흥S클래스 에코시티B1,2018-11-16,주택단지,민간,실외,미포함,2024-02-16
566470,힐스테이트 리버파크 101동 앞 놀이터,광주광역시 광산구 첨단강변로 94 (쌍암동) 쌍암동 695-1,2018-11-21,주택단지,민간,실외,미포함,2024-02-16
566471,힐스테이트 리버파크 105동 앞 놀이터,광주광역시 광산구 첨단강변로 94 (쌍암동) 쌍암동 695-1,2018-11-21,주택단지,민간,실외,미포함,2024-02-16
566472,힐스테이트 리버파크 106동 앞 놀이터,광주광역시 광산구 첨단강변로 94 (쌍암동) 쌍암동 695-1,2018-11-21,주택단지,민간,실외,미포함,2024-02-16
566576,광주하남 행복주택 아파트 어린이놀이터,광주광역시 광산구 용아로 245 (우산동) 1611-3,2018-11-25,주택단지,민간,실외,미포함,2024-02-16
566577,광주하남 행복주택 아파트 유아놀이터,광주광역시 광산구 용아로 245 (우산동) 1611-3,2018-11-25,주택단지,민간,실외,미포함,2024-02-16
566756,힐스테이트 리버파크 어린이집 앞 놀이터,광주광역시 광산구 첨단강변로 94 (쌍암동) 695-1,2018-12-13,주택단지,민간,실외,미포함,2024-02-16
566808,각화동 힐스테이트 맘스카페,"광주광역시 북구 군왕로 295 (각화동, 힐스테이트 각화) 힐스테이트각화 커뮤니티센터",2018-12-10,주택단지,민간,실외,미포함,2024-02-16
566852,보듬이나눔이 어린이집 어린이놀이시설(2층),광주광역시 서구 내방동 313,2018-12-10,주택단지,민간,실외,미포함,2024-02-16
567096,광주 광산구 도산동 어린이공원,광주광역시 광산구 평동로1120번길 67 (도산동) 도산동 985-1번지,2018-12-28,주택단지,민간,실외,미포함,2024-02-16
567100,송정 KTX 우방아이유쉘아파트 211동 옆 어린이 놀이터,광주광역시 광산구 도산동 도산우방아이유쉘 도산동 989-21,2018-12-20,주택단지,민간,실외,미포함,2024-02-16
567101,송정 KTX 우방아이유쉘아파트 205동 옆 유아놀이터,광주광역시 광산구 도산동 도산우방아이유쉘 도산동 989-21,2018-12-20,주택단지,민간,실외,미포함,2024-02-16
567108,홈플러스-하남점-챔피언,광주광역시 광산구 용아로 390 (하남동),2018-12-12,주택단지,민간,실외,미포함,2024-02-16
567360,광주 광산구 도산동 어린이공원 (소),광주광역시 광산구 도산동 985-1번지,2018-12-26,주택단지,민간,실외,미포함,2024-02-16
567595,대성 베르힐 아파트 106동 앞,광주광역시 동구 용산2길 8 (용산동),2019-01-31,주택단지,민간,실외,미포함,2024-02-16
567645,금호어울림 더 테라스 어린이놀이터1(128동 뒤),광주광역시 광산구 비아동 비아동 산12-3,2019-02-01,주택단지,민간,실외,미포함,2024-02-16
567646,금호어울림 더 테라스 어린이놀이터2(103동 옆),광주광역시 광산구 비아동 비아동 산 12-3,2019-02-01,주택단지,민간,실외,미포함,2024-02-16
567647,금호어울림 더 테라스 어린이놀이터3 (110동 옆),광주광역시 광산구 비아동 비아동 산12-3,2019-02-01,주택단지,민간,실외,미포함,2024-02-16
567648,금호어울림 더 테라스 유아놀이터(어린이집 앞),광주광역시 광산구 비아동 비아동 산 12-3,2019-02-01,주택단지,민간,실외,미포함,2024-02-16
567707,치평어린이공원 제2놀이시설,광주광역시 서구 상무공원로 58 (치평동),2019-02-18,주택단지,민간,실외,미포함,2024-02-16
567758,먹을거리,광주광역시 북구 저불로 1 (용봉동),2019-02-19,주택단지,민간,실외,미포함,2024-02-16
567799,쌍암 힐스테이트 리버파크 키즈존,"광주광역시 광산구 첨단강변로 100 (쌍암동, 힐스테이트 리버파크) 쌍암동 695-1 힐스테이트 리버파크 주민시설",2019-01-30,주택단지,민간,실외,미포함,2024-02-16
567961,프라임아너팰리스 아파트 101~102동 사이,광주광역시 서구 내방로 423 (농성동),2019-03-08,주택단지,민간,실외,미포함,2024-02-16
567972,광주역 행복주택 내 어린이놀이터(102동),"광주광역시 북구 서암대로 268 (중흥동, 광주역 다사로움)",2019-03-10,주택단지,민간,실외,미포함,2024-02-16
567973,광주역 행복주택아파트 내 유아놀이터(104동),"광주광역시 북구 서암대로 268 (중흥동, 광주역 다사로움)",2019-03-10,주택단지,민간,실외,미포함,2024-02-16
568071,쌍촌동 한국아델리움 아파트 어린이 놀이터,광주광역시 서구 쌍촌동 267-1번지외 9필지,2019-03-14,주택단지,민간,실외,미포함,2024-02-16
568072,싱크블럭 플레이랜드,광주광역시 남구 화산로31번안길 3 (진월동) 2층 201호,2019-01-25,주택단지,민간,실외,미포함,2024-02-16
568105,서구청어린이집 놀이시설,광주광역시 서구 경열로 33 (농성동) 서구청어린이집,2019-03-02,주택단지,민간,실외,미포함,2024-02-16
568285,효천시티프라디움 어린이놀이터(112동 앞),"광주광역시 남구 효천2로 1 (임암동, 시티프라디움 아파트)",2019-03-09,주택단지,민간,실외,미포함,2024-02-16
568286,효천시티프라디움 어린이놀이터2(105동 앞),"광주광역시 남구 효천2로 1 (임암동, 시티프라디움 아파트)",2019-03-09,주택단지,민간,실외,미포함,2024-02-16
568287,효천시티프라디움 어린이놀이터3(102동 뒤),"광주광역시 남구 효천2로 1 (임암동, 시티프라디움 아파트)",2019-03-09,주택단지,민간,실외,미포함,2024-02-16
568288,"효천시티프라디움 어린이놀이터4(116,117동 앞)","광주광역시 남구 효천2로 1 (임암동, 시티프라디움 아파트)",2019-03-09,주택단지,민간,실외,미포함,2024-02-16
568289,효천시티프라디움 유아놀이터(어린이집앞),"광주광역시 남구 효천2로 1 (임암동, 시티프라디움 아파트)",2019-03-09,주택단지,민간,실외,미포함,2024-02-16
568351,내남지구 진아리채 어린이놀이터1(커뮤니티센터옆),광주광역시 동구 육판서길 16 (내남동),2019-03-27,주택단지,민간,실외,미포함,2024-02-16
568352,내남지구 진아리채 어린이놀이터2(107동옆),광주광역시 동구 육판서길 16 (내남동),2019-03-27,주택단지,민간,실외,미포함,2024-02-16
568354,내남지구 진아리채 유아놀이터,광주광역시 동구 육판서길 16 (내남동),2019-03-27,주택단지,민간,실외,미포함,2024-02-16
568524,용산지구 모아엘가 에듀파크 아파트 302~303동 사이 놀이터1,광주광역시 동구 용산3길 17 (용산동),2019-04-09,주택단지,민간,실외,미포함,2024-02-16
568525,용산지구 모아엘가 에듀파크 아파트 307동전면 놀이터2,광주광역시 동구 용산3길 17 (용산동),2019-04-09,주택단지,민간,실외,미포함,2024-02-16
568526,용산지구 모아엘가 에듀파크 아파트 306동후면 유아놀이터,광주광역시 동구 용산3길 17 (용산동),2019-04-09,주택단지,민간,실외,미포함,2024-02-16
568591,우리무지개 어린이집 실내놀이터,광주광역시 남구 고싸움로164번길 19-11 (지석동) 우리무지개 어린이집,2019-04-09,주택단지,민간,실외,미포함,2024-02-16
568656,광주용산지구리슈빌 101동앞 어린이놀이터1,광주광역시 동구 용산1길 2 (용산동),2019-04-03,주택단지,민간,실외,미포함,2024-02-16
568657,광주용산지구리슈빌 103동옆 어린이놀이터2,광주광역시 동구 용산1길 2 (용산동),2019-04-03,주택단지,민간,실외,미포함,2024-02-16
568658,광주용산지구리슈빌 110동앞 어린이놀이터3,광주광역시 동구 용산1길 2 (용산동),2019-04-03,주택단지,민간,실외,미포함,2024-02-16
568659,광주용산지구리슈빌 105동앞 어린이놀이터4,"광주광역시 동구 용산1길 2 (용산동, 계룡리슈빌 더 포레스트)",2019-04-03,주택단지,민간,실외,미포함,2024-02-16
568660,광주용산지구리슈빌 보육시설앞 유아놀이터,광주광역시 동구 용산1길 2 (용산동),2019-04-03,주택단지,민간,실외,미포함,2024-02-16
568674,본촌힐스테이트아파트 어린이놀이터 1번,광주광역시 북구 본촌동 312번지,2019-04-10,주택단지,민간,실외,미포함,2024-02-16
568675,본촌힐스테이트아파트 어린이놀이터2번,광주광역시 북구 본촌동 312번지,2019-04-10,주택단지,민간,실외,미포함,2024-02-16
568676,본촌힐스테이트아파트 어린이놀이터3번,광주광역시 북구 본촌동 312번지,2019-04-10,주택단지,공공,실외,미포함,2024-02-16
568831,광주 용산 1-1BL(국임.행복528호)아파트 내 유아놀이터,광주광역시 동구 용산동 412번지 일대,2019-04-20,주택단지,민간,실외,미포함,2024-02-16
568832,광주 용산 1-1BL(국임.행복528호)아파트 내 어린이놀이터,광주광역시 동구 용산동 412번지 일대,2019-04-25,주택단지,민간,실외,미포함,2024-02-16
568933,농성SK뷰센트럴아파트 유아놀이터(104동),광주광역시 서구 농성동 260번지,2019-05-01,주택단지,민간,실외,미포함,2024-02-16
568934,농성SK뷰센트럴아파트 어린이놀이터2(108동),광주광역시 서구 농성동 260번지,2019-05-01,주택단지,민간,실외,미포함,2024-02-16
569007,효천1지구 중흥에스클래스 리버티 어린이놀이터1(104동앞),광주광역시 남구 임암동 628-12,2019-06-01,주택단지,민간,실외,미포함,2024-02-16
569008,효천1지구 중흥에스클래스 리버티 어린이놀이터3,광주광역시 남구 임암동 628-12,2019-06-01,주택단지,민간,실외,미포함,2024-02-16
569119,농성SK뷰센트럴 110동 앞 어린이놀이터1,광주광역시 서구 농성동 379-9,2019-05-10,주택단지,민간,실외,미포함,2024-02-16
569146,해나라어린이집 실외놀이터,광주광역시 북구 밤실로191번길 25 (풍향동),2019-04-20,주택단지,민간,실외,미포함,2024-02-16
569158,화정엘리체퍼스티지 103동 옆 놀이터,광주광역시 서구 화정동 1706,2019-05-20,주택단지,민간,실외,미포함,2024-02-16
569738,플레이원-폐쇄형놀이기구,"광주광역시 광산구 첨단강변로87번길 5 (쌍암동) 601,602,603,701,702,703호",2019-06-05,주택단지,민간,실외,미포함,2024-02-16
569814,신흥타운6차 310동아파트 놀이시설,"광주광역시 남구 서문대로622번길 4 (진월동, 신흥타운) 310동 아파트",2019-07-10,주택단지,민간,실외,미포함,2024-02-16
